Id,SalePrice
1461,126011.91989145544
1462,157967.61059824526
1463,180981.11396939284
1464,181691.9120899256
1465,180029.7689982465
1466,186591.46579929086
1467,166491.74600545457
1468,173815.8712320755
1469,187288.74180871807
1470,119323.98048970905
1471,187379.91853981273
1472,93412.70611938843
1473,98098.40945415644
1474,152042.57210888024
1475,154860.5908320783
1476,387999.9766490764
1477,264035.96682043694
1478,324994.4201754983
1479,269434.4318988007
1480,422842.1509264046
1481,314565.10894372646
1482,201611.57261793996
1483,168721.20534020397
1484,175563.07286375723
1485,174822.92170075874
1486,204544.53783924298
1487,308956.09059694945
1488,220448.76855278682
1489,210616.94926985385
1490,186333.73425153643
1491,201055.52038150252
1492,97776.66150809871
1493,179501.74699152703
1494,317018.1240545464
1495,295433.4343968192
1496,206574.26943615198
1497,181142.33606476669
1498,156356.22016188368
1499,155156.7793405709
1500,133074.93191679852
1501,171785.82108640554
1502,164852.7304245139
1503,275957.4847604278
1504,225179.79175439273
1505,210155.52675640286
1506,186190.6054884117
1507,216220.5801534545
1508,187143.77071804542
1509,165119.9968396969
1510,151346.48706683598
1511,147973.79706451134
1512,163884.47789337536
1513,152289.39286110864
1514,154292.93983810756
1515,173366.30877768632
1516,158110.8811931643
1517,154210.48219358444
1518,130305.55154362673
1519,217980.27517623696
1520,138576.57085323546
1521,146107.38040421822
1522,167124.7122587325
1523,119166.88326173124
1524,127120.16707654616
1525,131369.1143289834
1526,126627.61068092128
1527,99037.06179257896
1528,129991.76442067334
1529,141699.09356007873
1530,166380.02259049518
1531,117070.66688096744
1532,107500.53192886923
1533,139195.4849075069
1534,117642.96145519643
1535,152533.05153357322
1536,117205.43449555046
1537,79733.51616238499
1538,167640.68757191108
1539,194553.45079552752
1540,111558.76506990733
1541,149439.55864627086
1542,143083.93426832734
1543,217659.3870528168
1544,91533.36094577532
1545,99540.25043803098
1546,124225.12018569959
1547,138575.31852738146
1548,136592.71284028926
1549,108200.60554707903
1550,145077.47296338316
1551,118457.26369119386
1552,139036.8329053563
1553,136531.8990472968
1554,119263.92501579395
1555,167775.82490320416
1556,91912.92588095524
1557,129639.89122904756
1558,79779.45484348171
1559,103201.47353177573
1560,143799.1641859422
1561,140360.10714081087
1562,124866.20416337902
1563,126337.79123881663
1564,156645.11099593036
1565,158210.91689063917
1566,215972.63332653203
1567,81315.78302694963
1568,226216.64329169577
1569,124967.59409491494
1570,128374.61419589257
1571,123734.06832803566
1572,146079.9362378528
